sector,city,founded_year,startup_age_years,funding_stage,total_funding_sar,num_funding_rounds,num_investors,num_founders,speed_to_first_round_months,last_round_type,sama_sandbox,rega_sandbox,ntdp_participation,survival_score
Healthtech,Dammam,2021,3,Seed,2783,1,4,2,35,Seed,0,0,0,39.6
Logistics Tech,Dammam,2015,9,Seed,1960,1,6,1,29,Seed,0,0,0,52.8
Edtech,Riyadh,2012,12,Seed,937,2,5,4,26,Seed,0,0,0,25.4
Real Estate Tech,Riyadh,2015,9,Seed,2434,2,5,2,4,Seed,0,0,1,38.8
Healthtech,Jeddah,2016,8,Series C,115383,6,25,3,30,Series C,0,0,0,45.2
Agritech,Abha,2019,5,Seed,2694,1,2,3,7,Seed,0,0,1,45.8
E-commerce,Jeddah,2012,12,Series A,5214,2,5,2,8,Series A,0,0,0,38.9
HR Tech,Riyadh,2014,10,Pre-Seed,185,2,1,4,21,Pre-Seed,0,0,0,54.7
E-commerce,Riyadh,2022,2,Series B,47311,3,12,3,18,Series B,0,0,1,59.1
Fintech,Riyadh,2021,3,Series B,30925,5,16,2,17,Series B,0,0,0,55.6
E-commerce,Riyadh,2017,7,Seed,1933,1,2,3,5,Seed,0,0,0,57.5
HR Tech,Dammam,2011,13,Series A,11638,4,8,2,14,Series A,0,0,1,52.7
Real Estate Tech,Dammam,2016,8,Series A,7750,4,4,3,5,Series A,0,1,0,61.9
Agritech,Riyadh,2022,2,Series A,3047,4,10,1,29,Series A,0,0,0,56.8
Agritech,Riyadh,2010,14,Series A,12705,4,6,3,1,Series A,0,0,0,63.9
Real Estate Tech,Riyadh,2016,8,Series A,10891,2,6,3,23,Series A,0,0,0,57.2
Fintech,Khobar,2010,14,Pre-Seed,239,1,2,2,14,Pre-Seed,1,0,1,50.9
Edtech,Jeddah,2013,11,Series A,4287,4,7,1,4,Series A,0,0,1,64.2
Real Estate Tech,Jeddah,2013,11,Seed,2449,2,6,2,23,Seed,0,0,0,38.5
Logistics Tech,Riyadh,2021,3,Seed,1443,2,6,3,25,Seed,0,0,0,38.6
E-commerce,Jeddah,2014,10,Series B,33675,5,8,2,15,Series B,0,0,0,38.4
E-commerce,Riyadh,2011,13,Pre-Seed,241,1,2,4,32,Pre-Seed,0,0,0,55.0
Logistics Tech,Riyadh,2021,3,Seed,1355,2,3,4,10,Seed,0,0,0,32.6
E-commerce,Jeddah,2020,4,Pre-Seed,491,1,2,2,30,Pre-Seed,0,0,0,26.5
E-commerce,Jeddah,2021,3,Pre-Seed,432,1,2,2,29,Pre-Seed,0,0,0,26.2
Real Estate Tech,Riyadh,2015,9,Seed,1632,2,5,3,1,Seed,0,0,1,37.0
Real Estate Tech,Riyadh,2015,9,Growth,217905,7,49,3,41,Growth,0,1,0,48.8
E-commerce,Riyadh,2017,7,Seed,974,3,3,1,20,Seed,0,0,0,57.1
Logistics Tech,Riyadh,2022,2,Series A,13948,2,9,2,22,Series A,0,0,1,53.1
Real Estate Tech,Jeddah,2019,5,Pre-Seed,371,1,2,4,4,Pre-Seed,0,0,0,39.0
E-commerce,Khobar,2021,3,Series A,6545,4,6,2,36,Series A,0,0,0,60.8
Edtech,Riyadh,2010,14,Growth,486339,5,20,4,17,Growth,0,0,0,50.6
Real Estate Tech,Riyadh,2013,11,Seed,1255,2,3,4,12,Seed,0,0,0,30.5
Real Estate Tech,Riyadh,2021,3,Series B,29560,4,10,2,19,Series B,0,1,0,56.6
Traveltech,Jeddah,2011,13,Growth,159671,5,42,4,15,Growth,0,0,1,77.0
Edtech,Riyadh,2020,4,Series A,7384,4,6,1,23,Series A,0,0,0,58.6
Healthtech,Jeddah,2017,7,Seed,1977,2,6,2,7,Seed,0,0,0,51.0
Healthtech,Riyadh,2021,3,Series A,11533,2,9,2,30,Series A,0,0,0,48.6
Fintech,Jeddah,2013,11,Series B,29494,3,8,2,31,Series B,0,0,1,41.7
Healthtech,NEOM,2017,7,Pre-Seed,247,2,3,2,21,Pre-Seed,0,0,0,36.5
E-commerce,Khobar,2022,2,Seed,686,3,6,2,24,Seed,0,0,0,67.0
Healthtech,Mecca,2011,13,Seed,2577,1,5,1,5,Seed,0,0,0,58.2
Real Estate Tech,Dammam,2022,2,Seed,1932,2,4,2,6,Seed,0,0,1,50.9
Fintech,Khobar,2013,11,Series B,32131,3,16,3,17,Series B,1,0,0,46.7
Fintech,Riyadh,2021,3,Seed,1551,3,4,2,8,Seed,1,0,1,49.5
HR Tech,Riyadh,2018,6,Seed,1485,1,3,3,1,Seed,0,0,0,33.9
E-commerce,Riyadh,2014,10,Series A,6835,3,4,1,22,Series A,0,0,1,62.3
E-commerce,Jeddah,2015,9,Pre-Seed,120,2,2,2,34,Pre-Seed,0,0,0,28.9
Fintech,Khobar,2019,5,Pre-Seed,500,1,2,1,23,Pre-Seed,1,0,1,48.9
Fintech,Riyadh,2021,3,Seed,2720,3,3,2,17,Seed,1,0,1,42.0
Edtech,Jeddah,2018,6,Seed,614,2,5,2,29,Seed,0,0,1,53.5
Healthtech,Jeddah,2018,6,Seed,1622,3,5,2,21,Seed,0,0,1,49.0
E-commerce,Khobar,2016,8,Pre-Seed,354,1,2,1,9,Pre-Seed,0,0,1,46.1
Real Estate Tech,Jeddah,2020,4,Seed,1645,2,4,1,8,Seed,0,1,1,46.1
Edtech,Medina,2011,13,Series B,17864,3,18,2,7,Series B,0,0,0,56.8
Fintech,Riyadh,2016,8,Series B,39200,5,11,3,14,Series B,0,0,0,59.1
Fintech,Riyadh,2018,6,Pre-Seed,485,1,3,1,25,Pre-Seed,1,0,0,52.0
E-commerce,Jeddah,2011,13,Series A,10452,4,4,2,21,Series A,0,0,0,37.8
Real Estate Tech,Riyadh,2016,8,Series B,26317,4,17,2,32,Series B,0,0,0,52.5
Real Estate Tech,Riyadh,2021,3,Seed,2392,3,5,4,16,Seed,0,1,1,40.1
Healthtech,Jeddah,2016,8,Series C,148945,4,30,2,10,Series C,0,0,0,52.4
Edtech,Dammam,2012,12,Series C,141727,4,18,1,28,Series C,0,0,1,60.3
Logistics Tech,Jeddah,2015,9,Pre-Seed,322,1,3,3,12,Pre-Seed,0,0,0,40.9
E-commerce,Riyadh,2017,7,Seed,2426,3,2,2,21,Seed,0,0,0,58.9
Fintech,Jeddah,2019,5,Pre-Seed,443,1,3,3,23,Pre-Seed,1,0,1,31.2
Real Estate Tech,Riyadh,2017,7,Pre-Seed,407,2,3,3,39,Pre-Seed,0,1,0,60.4
Cybersecurity,Riyadh,2012,12,Series C,109605,5,27,3,13,Series C,0,0,0,60.2
Healthtech,Jeddah,2015,9,Series C,65896,4,21,3,29,Series C,0,0,0,46.7
Edtech,Riyadh,2011,13,Pre-Seed,289,2,3,2,16,Pre-Seed,0,0,0,40.9
Fintech,Riyadh,2011,13,Series A,10158,4,7,3,30,Series A,0,0,1,49.8
E-commerce,Dammam,2022,2,Series A,5141,2,4,1,14,Series A,0,0,0,45.4
Fintech,Riyadh,2017,7,Seed,2144,1,3,3,24,Seed,1,0,0,40.0
Healthtech,Mecca,2020,4,Series A,9860,2,6,2,43,Series A,0,0,1,58.4
Traveltech,Jeddah,2019,5,Series C,112740,4,23,2,5,Series C,0,0,0,75.9
HR Tech,Medina,2014,10,Pre-Seed,133,1,2,2,27,Pre-Seed,0,0,0,28.6
Healthtech,Riyadh,2014,10,Pre-Seed,370,2,2,1,30,Pre-Seed,0,0,1,44.3
E-commerce,Jeddah,2020,4,Pre-Seed,406,2,1,2,13,Pre-Seed,0,0,0,27.2
HR Tech,Riyadh,2013,11,Seed,2793,1,6,2,33,Seed,0,0,1,29.5
Edtech,Dammam,2020,4,Seed,2296,1,3,2,6,Seed,0,0,0,28.9
Fintech,Riyadh,2019,5,Seed,1833,2,3,1,26,Seed,1,0,0,39.0
E-commerce,Riyadh,2013,11,Seed,2178,3,5,2,21,Seed,0,0,1,56.3
Real Estate Tech,NEOM,2017,7,Series A,5753,2,8,1,27,Series A,0,0,0,50.4
E-commerce,Riyadh,2012,12,Seed,1904,1,4,4,16,Seed,0,0,0,54.5
E-commerce,Riyadh,2020,4,Seed,2598,3,2,2,27,Seed,0,0,0,56.0
Healthtech,Riyadh,2012,12,Series B,15319,5,13,1,28,Series B,0,0,0,56.1
Real Estate Tech,Jeddah,2017,7,Series B,23754,3,15,2,1,Series B,0,0,1,50.5
Fintech,Riyadh,2012,12,Pre-Seed,192,2,3,2,13,Pre-Seed,0,0,0,49.9
E-commerce,Riyadh,2021,3,Seed,2878,2,5,3,18,Seed,0,0,0,57.1
Agritech,Riyadh,2011,13,Series B,30780,4,17,2,15,Series B,0,0,1,80.0
Edtech,Jeddah,2022,2,Pre-Seed,441,1,2,2,23,Pre-Seed,0,0,0,37.7
Real Estate Tech,Dammam,2020,4,Seed,2790,3,3,4,1,Seed,0,1,0,54.2
Traveltech,Riyadh,2022,2,Seed,1109,2,6,2,15,Seed,0,0,1,53.9
Traveltech,Riyadh,2022,2,Pre-Seed,199,2,3,1,20,Pre-Seed,0,0,1,63.0
Real Estate Tech,Riyadh,2014,10,Pre-Seed,453,2,1,2,20,Pre-Seed,0,1,1,62.3
Fintech,Riyadh,2020,4,Seed,2521,2,4,2,7,Seed,0,0,1,43.4
Edtech,Riyadh,2012,12,Series A,3155,3,4,3,38,Series A,0,0,0,55.1
Logistics Tech,Riyadh,2015,9,Series B,43832,4,17,4,8,Series B,0,0,0,55.1
HR Tech,Jeddah,2020,4,Growth,343302,7,46,3,20,Growth,0,0,0,66.2
Agritech,Mecca,2016,8,Pre-Seed,312,1,1,3,13,Pre-Seed,0,0,0,49.6
Healthtech,Riyadh,2012,12,Pre-Seed,168,1,3,4,27,Pre-Seed,0,0,0,43.7
Healthtech,Jeddah,2018,6,Series A,12877,4,10,3,32,Series A,0,0,0,47.7
Fintech,Jeddah,2019,5,Seed,1780,1,3,1,21,Seed,1,0,0,40.2
Real Estate Tech,Jeddah,2010,14,Seed,556,2,2,2,23,Seed,0,1,0,37.7
E-commerce,NEOM,2016,8,Pre-Seed,439,2,3,2,13,Pre-Seed,0,0,1,59.4
Healthtech,Riyadh,2013,11,Seed,2266,3,6,2,11,Seed,0,0,0,33.8
Healthtech,Riyadh,2016,8,Seed,1683,2,5,2,1,Seed,0,0,1,33.6
Edtech,Jeddah,2018,6,Pre-Seed,456,1,2,3,9,Pre-Seed,0,0,1,40.6
Real Estate Tech,Riyadh,2018,6,Growth,213419,5,39,2,9,Growth,0,0,0,55.4
Healthtech,Riyadh,2010,14,Pre-Seed,194,1,3,2,21,Pre-Seed,0,0,0,44.1
Fintech,Riyadh,2019,5,Growth,169695,8,24,2,5,Growth,0,0,0,64.4
E-commerce,Riyadh,2022,2,Series B,15683,5,10,2,10,Series B,0,0,0,61.3
Logistics Tech,Jeddah,2021,3,Seed,2764,2,4,2,28,Seed,0,0,0,50.3
Edtech,Riyadh,2013,11,Series A,4462,2,7,2,7,Series A,0,0,1,57.7
Cybersecurity,Riyadh,2016,8,Series A,6830,2,9,3,6,Series A,0,0,0,58.2
Real Estate Tech,Riyadh,2019,5,Pre-Seed,245,2,3,3,35,Pre-Seed,0,0,0,58.2
E-commerce,Riyadh,2015,9,Seed,2475,2,4,2,37,Seed,0,0,0,58.9
Real Estate Tech,Medina,2018,6,Seed,2032,1,5,2,16,Seed,0,1,1,39.1
E-commerce,Riyadh,2022,2,Series A,4821,2,9,3,26,Series A,0,0,0,65.8
Agritech,Mecca,2016,8,Seed,2672,2,6,1,24,Seed,0,0,1,61.3
Edtech,Jeddah,2012,12,Seed,2880,3,6,2,24,Seed,0,0,0,51.4
Agritech,Dammam,2016,8,Seed,1105,2,6,2,13,Seed,0,0,0,46.9
Real Estate Tech,Riyadh,2019,5,Seed,2737,3,5,2,20,Seed,0,1,0,36.8
Agritech,Riyadh,2014,10,Seed,2107,1,3,4,20,Seed,0,0,0,43.6
Fintech,NEOM,2011,13,Seed,644,3,3,2,22,Seed,1,0,0,57.4
Agritech,NEOM,2019,5,Series B,42776,5,9,2,19,Series B,0,0,0,69.6
Real Estate Tech,Riyadh,2012,12,Series A,4548,2,5,2,21,Series A,0,1,0,55.2
Real Estate Tech,Riyadh,2015,9,Series A,9974,2,10,3,12,Series A,0,1,0,59.7
E-commerce,Riyadh,2022,2,Series A,5773,4,8,2,11,Series A,0,0,0,70.8
HR Tech,Khobar,2015,9,Series A,4988,3,5,2,27,Series A,0,0,1,61.3
Fintech,Riyadh,2016,8,Series A,12578,3,10,2,17,Series A,0,0,0,47.2
Real Estate Tech,Jeddah,2015,9,Pre-Seed,159,1,3,3,12,Pre-Seed,0,1,0,43.3
Agritech,Jeddah,2018,6,Growth,454924,8,39,3,41,Growth,0,0,0,62.3
E-commerce,Dammam,2014,10,Pre-Seed,419,2,2,4,39,Pre-Seed,0,0,0,45.6
Fintech,Jeddah,2014,10,Seed,2620,1,6,2,5,Seed,1,0,0,42.9
E-commerce,Riyadh,2017,7,Pre-Seed,209,2,2,2,15,Pre-Seed,0,0,1,62.2
E-commerce,Mecca,2017,7,Pre-Seed,381,2,1,3,32,Pre-Seed,0,0,1,61.0
Traveltech,Jeddah,2010,14,Series B,43272,3,16,3,9,Series B,0,0,0,77.9
Logistics Tech,Jeddah,2012,12,Seed,659,2,6,2,9,Seed,0,0,0,49.7
E-commerce,Riyadh,2022,2,Series B,37398,5,12,2,19,Series B,0,0,0,60.1
Cybersecurity,Jeddah,2015,9,Seed,1851,1,6,2,24,Seed,0,0,0,65.3
E-commerce,Riyadh,2015,9,Seed,1125,3,3,2,8,Seed,0,0,1,63.6
Fintech,Riyadh,2010,14,Seed,838,3,5,3,26,Seed,1,0,1,42.9
Real Estate Tech,Jeddah,2011,13,Series A,12847,4,7,1,33,Series A,0,1,1,49.1
E-commerce,Jeddah,2019,5,Series B,22986,5,15,3,9,Series B,0,0,0,43.0
Fintech,Jeddah,2016,8,Seed,1608,2,5,2,12,Seed,0,0,0,46.4
HR Tech,Riyadh,2010,14,Seed,2280,1,2,2,24,Seed,0,0,0,30.7
Logistics Tech,Jeddah,2019,5,Growth,234951,6,39,2,12,Growth,0,0,1,55.6
Real Estate Tech,Riyadh,2014,10,Pre-Seed,263,1,1,2,1,Pre-Seed,0,0,0,58.8
Healthtech,Jeddah,2010,14,Seed,869,3,3,4,16,Seed,0,0,0,47.8
Edtech,Riyadh,2015,9,Seed,1704,3,2,2,15,Seed,0,0,0,28.6
HR Tech,Jeddah,2016,8,Pre-Seed,388,1,2,2,7,Pre-Seed,0,0,0,52.4
Agritech,Dammam,2017,7,Seed,1972,1,3,1,27,Seed,0,0,0,39.7
E-commerce,Riyadh,2022,2,Pre-Seed,331,1,3,1,15,Pre-Seed,0,0,0,58.4
Logistics Tech,Riyadh,2021,3,Series B,43000,3,16,1,28,Series B,0,0,0,50.5
Healthtech,Jeddah,2012,12,Series A,6017,4,8,1,1,Series A,0,0,0,49.3
Healthtech,Jeddah,2012,12,Series B,32054,5,17,2,1,Series B,0,0,0,67.1
Fintech,Jeddah,2020,4,Seed,2132,1,5,2,25,Seed,0,0,0,39.7
Fintech,Jeddah,2010,14,Series A,4255,2,10,1,2,Series A,0,0,0,32.2
E-commerce,Riyadh,2021,3,Series A,5009,2,6,2,5,Series A,0,0,0,67.9
Real Estate Tech,Riyadh,2012,12,Series C,114278,5,27,1,7,Series C,0,1,0,72.3
Fintech,Riyadh,2014,10,Pre-Seed,414,1,3,4,36,Pre-Seed,0,0,0,47.5
Edtech,Riyadh,2015,9,Seed,2812,1,3,2,24,Seed,0,0,0,27.4
Fintech,Jeddah,2012,12,Series A,11642,2,8,2,1,Series A,0,0,0,34.0
Healthtech,Riyadh,2013,11,Series C,91509,6,26,2,14,Series C,0,0,1,48.5
Healthtech,Khobar,2014,10,Growth,217171,6,30,2,17,Growth,0,0,1,79.5
HR Tech,Dammam,2014,10,Series A,10909,4,4,3,4,Series A,0,0,0,49.9
E-commerce,NEOM,2018,6,Pre-Seed,411,1,2,4,14,Pre-Seed,0,0,0,52.2
Fintech,Khobar,2017,7,Pre-Seed,288,1,2,2,8,Pre-Seed,1,0,1,51.9
Healthtech,Riyadh,2010,14,Series C,93073,5,19,2,33,Series C,0,0,0,41.8
Agritech,Dammam,2011,13,Seed,2139,2,2,2,16,Seed,0,0,0,41.8
Cybersecurity,Riyadh,2021,3,Pre-Seed,211,1,3,2,1,Pre-Seed,0,0,0,53.5
E-commerce,Riyadh,2014,10,Series C,54449,4,24,3,19,Series C,0,0,0,53.1
Real Estate Tech,Dammam,2021,3,Pre-Seed,167,2,2,2,22,Pre-Seed,0,1,0,67.2
Traveltech,Riyadh,2012,12,Series A,4008,2,8,1,10,Series A,0,0,0,56.6
Fintech,Medina,2016,8,Series A,14578,3,10,2,23,Series A,0,0,0,24.8
Healthtech,Jeddah,2020,4,Pre-Seed,313,2,1,4,18,Pre-Seed,0,0,1,38.0
E-commerce,Dammam,2015,9,Seed,2398,1,6,3,12,Seed,0,0,0,57.5
Fintech,Riyadh,2011,13,Pre-Seed,340,2,1,3,15,Pre-Seed,0,0,0,51.0
Real Estate Tech,Jeddah,2017,7,Series A,11502,2,5,2,16,Series A,0,0,0,41.8
Real Estate Tech,Riyadh,2014,10,Seed,2121,3,5,3,1,Seed,0,1,1,45.1
Edtech,Dammam,2015,9,Pre-Seed,147,1,1,1,16,Pre-Seed,0,0,1,34.1
HR Tech,Riyadh,2017,7,Growth,229286,8,48,2,27,Growth,0,0,0,52.6
Real Estate Tech,Jeddah,2022,2,Seed,656,3,4,2,14,Seed,0,0,1,47.0
Logistics Tech,Riyadh,2015,9,Seed,2137,1,2,4,27,Seed,0,0,1,31.9
Fintech,Riyadh,2019,5,Pre-Seed,465,2,3,2,4,Pre-Seed,0,0,1,55.9
Healthtech,Riyadh,2012,12,Pre-Seed,180,1,1,3,1,Pre-Seed,0,0,1,46.4
Fintech,Riyadh,2022,2,Growth,469104,8,37,1,3,Growth,0,0,1,65.1
Traveltech,Jeddah,2016,8,Seed,1761,1,6,3,19,Seed,0,0,0,65.3
Logistics Tech,Riyadh,2013,11,Seed,1761,3,2,2,22,Seed,0,0,1,33.7
Edtech,Riyadh,2022,2,Series B,30870,5,11,4,5,Series B,0,0,0,50.0
Logistics Tech,Jeddah,2015,9,Series A,7568,4,5,3,19,Series A,0,0,0,46.5
Healthtech,Riyadh,2015,9,Seed,1939,2,5,2,15,Seed,0,0,0,33.0
HR Tech,Riyadh,2020,4,Series C,117167,4,16,2,14,Series C,0,0,0,53.9
Edtech,Dammam,2014,10,Series A,12338,3,4,2,12,Series A,0,0,0,50.2
Traveltech,Riyadh,2022,2,Pre-Seed,446,2,3,2,19,Pre-Seed,0,0,0,60.1
E-commerce,Riyadh,2010,14,Series A,9777,4,9,2,1,Series A,0,0,0,69.8
Fintech,Riyadh,2017,7,Series C,148340,6,20,2,1,Series C,1,0,1,70.3
E-commerce,Riyadh,2022,2,Seed,1225,2,2,3,15,Seed,0,0,0,54.3
Fintech,Jeddah,2019,5,Series A,12669,4,6,2,24,Series A,1,0,0,35.3
Healthtech,Riyadh,2011,13,Growth,398267,7,45,2,20,Growth,0,0,0,70.9
E-commerce,Dammam,2013,11,Series A,6298,3,8,3,26,Series A,0,0,1,50.7
Healthtech,Riyadh,2022,2,Pre-Seed,478,1,2,4,23,Pre-Seed,0,0,1,46.7
Fintech,Riyadh,2021,3,Pre-Seed,389,1,1,3,1,Pre-Seed,1,0,0,52.1
Fintech,Riyadh,2012,12,Series A,4401,4,7,2,8,Series A,1,0,1,60.4
E-commerce,Jeddah,2015,9,Seed,2097,1,2,3,37,Seed,0,0,0,49.0
HR Tech,Mecca,2020,4,Series C,63500,5,30,2,13,Series C,0,0,0,56.0
E-commerce,Jeddah,2010,14,Seed,1527,2,4,1,31,Seed,0,0,0,47.3
E-commerce,Medina,2018,6,Seed,506,3,6,2,1,Seed,0,0,0,77.6
Edtech,Riyadh,2014,10,Series A,10572,4,7,3,6,Series A,0,0,0,61.3
Healthtech,Riyadh,2014,10,Seed,2296,2,5,4,16,Seed,0,0,1,27.7
Real Estate Tech,Riyadh,2013,11,Seed,809,3,2,4,24,Seed,0,0,0,30.2
E-commerce,Riyadh,2013,11,Pre-Seed,458,2,1,2,3,Pre-Seed,0,0,0,58.9
Real Estate Tech,Riyadh,2022,2,Series A,8959,3,7,2,17,Series A,0,1,0,60.9
HR Tech,Riyadh,2022,2,Series B,26198,4,18,2,17,Series B,0,0,1,60.3
Fintech,Riyadh,2010,14,Series A,6750,4,7,1,25,Series A,0,0,0,48.9
Real Estate Tech,Riyadh,2018,6,Seed,1176,2,3,2,16,Seed,0,1,0,36.0
Fintech,Riyadh,2018,6,Pre-Seed,389,2,3,3,7,Pre-Seed,1,0,0,55.1
Real Estate Tech,Riyadh,2022,2,Series B,38018,3,14,2,18,Series B,0,1,0,55.6
Logistics Tech,NEOM,2013,11,Series C,138615,4,21,3,32,Series C,0,0,0,64.0
Real Estate Tech,Riyadh,2019,5,Seed,2013,2,3,2,9,Seed,0,1,1,39.3
Fintech,Jeddah,2019,5,Series A,8395,2,7,4,17,Series A,1,0,0,33.1
E-commerce,Jeddah,2013,11,Seed,1108,2,4,2,8,Seed,0,0,1,50.5
Fintech,Riyadh,2021,3,Seed,662,3,2,2,31,Seed,1,0,0,37.8
Fintech,Riyadh,2016,8,Series B,15601,5,13,2,11,Series B,1,0,1,62.0
Logistics Tech,Riyadh,2013,11,Pre-Seed,346,1,3,2,28,Pre-Seed,0,0,0,46.1
Logistics Tech,Jeddah,2010,14,Seed,2060,2,2,2,22,Seed,0,0,0,48.9
Traveltech,Riyadh,2020,4,Pre-Seed,252,2,1,2,1,Pre-Seed,0,0,0,62.4
Agritech,Riyadh,2022,2,Seed,1362,1,2,2,23,Seed,0,0,0,48.3
Edtech,Riyadh,2018,6,Series A,14974,2,5,2,11,Series A,0,0,0,56.3
Fintech,NEOM,2011,13,Pre-Seed,129,1,2,3,17,Pre-Seed,1,0,0,50.0
Logistics Tech,Riyadh,2014,10,Series A,13232,3,8,3,8,Series A,0,0,0,54.4
Agritech,Jeddah,2013,11,Seed,981,1,6,2,46,Seed,0,0,0,54.3
Logistics Tech,Riyadh,2017,7,Series A,14983,4,10,4,21,Series A,0,0,1,49.2
E-commerce,NEOM,2015,9,Pre-Seed,320,2,3,3,27,Pre-Seed,0,0,0,51.9
Real Estate Tech,Jeddah,2016,8,Series A,10734,2,5,2,14,Series A,0,0,0,41.8
Agritech,Riyadh,2011,13,Series A,9264,2,7,1,16,Series A,0,0,0,56.8
Edtech,Khobar,2013,11,Growth,180489,5,50,2,1,Growth,0,0,1,85.2
Cybersecurity,Jeddah,2013,11,Series C,109117,4,18,3,21,Series C,0,0,1,67.8
Fintech,Riyadh,2021,3,Seed,1010,3,5,2,4,Seed,0,0,1,45.7
Real Estate Tech,Riyadh,2022,2,Pre-Seed,480,1,2,1,11,Pre-Seed,0,0,0,60.3
Real Estate Tech,Dammam,2011,13,Series A,10941,2,8,2,10,Series A,0,1,1,64.0
Logistics Tech,Dammam,2019,5,Series A,9658,3,10,2,1,Series A,0,0,0,66.5
Fintech,Jeddah,2013,11,Pre-Seed,466,2,3,3,13,Pre-Seed,0,0,0,29.3
Fintech,Jeddah,2018,6,Pre-Seed,179,2,2,3,26,Pre-Seed,1,0,0,30.1
Cybersecurity,Jeddah,2017,7,Series A,10527,3,5,2,4,Series A,0,0,1,69.0
Fintech,Riyadh,2020,4,Series C,87055,6,15,1,22,Series C,0,0,1,61.3
Agritech,Jeddah,2010,14,Series C,96716,5,18,2,17,Series C,0,0,0,75.7
Real Estate Tech,Riyadh,2022,2,Pre-Seed,281,2,1,1,16,Pre-Seed,0,0,1,60.6
Agritech,Mecca,2017,7,Seed,2458,2,3,2,1,Seed,0,0,0,62.4
Healthtech,Dammam,2020,4,Pre-Seed,223,2,2,3,11,Pre-Seed,0,0,1,55.9
Traveltech,Jeddah,2018,6,Seed,2579,3,3,2,35,Seed,0,0,0,67.0
Traveltech,Riyadh,2017,7,Series A,14137,3,5,2,10,Series A,0,0,1,63.3
Fintech,Riyadh,2019,5,Series B,20190,3,18,1,22,Series B,0,0,0,54.8
Fintech,Riyadh,2010,14,Seed,2328,3,2,2,12,Seed,1,0,0,43.3
Real Estate Tech,Jeddah,2017,7,Pre-Seed,491,2,1,1,4,Pre-Seed,0,1,0,39.3
Edtech,Jeddah,2021,3,Seed,1617,2,5,2,11,Seed,0,0,0,53.0
Agritech,Riyadh,2014,10,Series C,117542,4,18,2,31,Series C,0,0,0,79.8
E-commerce,Jeddah,2018,6,Pre-Seed,237,1,3,3,29,Pre-Seed,0,0,0,25.1
Healthtech,Dammam,2018,6,Seed,524,1,2,2,4,Seed,0,0,0,41.2
Fintech,Riyadh,2015,9,Series A,9591,3,7,2,11,Series A,0,0,0,52.3
Logistics Tech,Riyadh,2012,12,Series A,3168,3,5,4,5,Series A,0,0,0,55.5
HR Tech,Dammam,2021,3,Series C,130642,5,21,2,12,Series C,0,0,0,60.9
Real Estate Tech,Jeddah,2016,8,Seed,1800,1,2,2,23,Seed,0,1,1,41.1
E-commerce,Jeddah,2012,12,Seed,2501,3,5,1,20,Seed,0,0,1,49.0
Fintech,Jeddah,2016,8,Seed,789,1,2,3,30,Seed,1,0,1,41.0
Healthtech,Abha,2017,7,Series C,132958,4,25,2,42,Series C,0,0,0,44.4
E-commerce,Riyadh,2014,10,Series A,13678,2,8,1,20,Series A,0,0,1,63.6
Fintech,Riyadh,2014,10,Series B,21199,4,16,2,27,Series B,0,0,1,54.0
E-commerce,Riyadh,2013,11,Pre-Seed,392,1,3,2,38,Pre-Seed,0,0,1,57.1
Real Estate Tech,Riyadh,2012,12,Series B,36208,3,9,1,8,Series B,0,1,0,61.3
E-commerce,Riyadh,2021,3,Seed,2632,1,2,3,31,Seed,0,0,0,52.9
Healthtech,Riyadh,2017,7,Pre-Seed,468,1,3,2,12,Pre-Seed,0,0,1,48.5
Fintech,Mecca,2020,4,Pre-Seed,489,1,1,2,24,Pre-Seed,0,0,0,48.3
Logistics Tech,Mecca,2015,9,Series A,12377,2,7,2,9,Series A,0,0,0,37.8
Edtech,Riyadh,2015,9,Seed,1396,2,3,2,32,Seed,0,0,0,27.5
Real Estate Tech,Jeddah,2011,13,Series B,45172,3,9,2,22,Series B,0,1,1,48.9
Fintech,Jeddah,2013,11,Series A,12675,2,7,2,16,Series A,1,0,0,31.6
Logistics Tech,Dammam,2014,10,Pre-Seed,327,2,1,4,17,Pre-Seed,0,0,1,57.7
HR Tech,Jeddah,2020,4,Series A,14860,3,10,3,45,Series A,0,0,0,56.1
Real Estate Tech,Riyadh,2019,5,Pre-Seed,297,1,1,2,17,Pre-Seed,0,0,0,58.8
Real Estate Tech,Dammam,2014,10,Seed,700,1,5,2,1,Seed,0,0,0,45.2
Fintech,Jeddah,2012,12,Series A,11527,4,6,2,12,Series A,0,0,0,38.9
Healthtech,Jeddah,2019,5,Series B,34798,5,8,4,28,Series B,0,0,0,61.1
Fintech,Khobar,2014,10,Seed,679,1,4,3,36,Seed,0,0,0,50.3
Real Estate Tech,Khobar,2014,10,Series B,40026,5,15,1,24,Series B,0,1,1,42.8
Edtech,Jeddah,2011,13,Series B,16725,3,16,2,2,Series B,0,0,1,56.5
Healthtech,Jeddah,2014,10,Seed,1680,3,2,3,10,Seed,0,0,0,47.1
E-commerce,Abha,2012,12,Seed,1240,1,6,2,13,Seed,0,0,0,68.8
E-commerce,Riyadh,2012,12,Series A,3868,4,7,4,20,Series A,0,0,0,63.9
Healthtech,Riyadh,2014,10,Pre-Seed,271,1,2,4,18,Pre-Seed,0,0,0,45.7
Fintech,Riyadh,2018,6,Series C,149282,5,26,3,27,Series C,1,0,1,68.4
