sector,city,founded_year,startup_age_years,funding_stage,total_funding_sar,num_funding_rounds,num_investors,num_founders,speed_to_first_round_months,last_round_type,sama_sandbox,rega_sandbox,ntdp_participation,market_growth_index,traction_score,monthly_revenue_sar,risk_category,survived_3_years,investment_score
Logistics Tech,Riyadh,2010,14,Pre-Seed,334,1,3,1,21,Pre-Seed,0,0,0,0.63,17.8,7391,High,0,49.4
HR Tech,Riyadh,2013,11,Series B,27894,3,17,2,15,Series B,0,0,0,0.65,65.2,465950,Medium,1,57.4
Logistics Tech,Riyadh,2011,13,Series B,19650,4,11,1,30,Series B,0,0,1,0.63,78.9,1765380,Medium,0,48.2
Fintech,Jeddah,2015,9,Pre-Seed,463,1,2,2,10,Pre-Seed,1,0,1,0.9,27.7,7217,High,0,46.0
Healthtech,Riyadh,2013,11,Series C,61614,4,15,3,23,Series C,0,0,0,0.78,81.7,8220840,High,0,51.1
Fintech,Jeddah,2018,6,Pre-Seed,173,2,1,1,18,Pre-Seed,1,0,0,0.9,16.2,3582,High,1,41.7
Real Estate Tech,Riyadh,2012,12,Series A,11045,2,7,2,22,Series A,0,1,0,0.82,52.6,74073,Medium,0,49.3
Fintech,NEOM,2010,14,Growth,268269,6,20,1,14,Growth,1,0,0,0.9,100.0,64053556,Medium,1,56.8
Healthtech,Mecca,2020,4,Series B,37534,4,17,2,8,Series B,0,0,0,0.78,68.5,1168176,Low,1,79.3
Edtech,Jeddah,2022,2,Series C,103706,6,23,3,9,Series C,0,0,0,0.58,76.9,9494041,Medium,1,67.8
Fintech,Riyadh,2020,4,Seed,2415,3,5,2,10,Seed,0,0,1,0.9,37.2,42995,Medium,0,54.6
E-commerce,Riyadh,2010,14,Pre-Seed,141,1,1,3,17,Pre-Seed,0,0,0,0.72,21.4,2397,Medium,0,58.1
E-commerce,Riyadh,2021,3,Pre-Seed,157,1,1,2,2,Pre-Seed,0,0,0,0.72,10.4,3238,Low,1,61.4
Real Estate Tech,Riyadh,2018,6,Seed,1346,2,5,4,5,Seed,0,1,0,0.82,35.0,76994,Medium,1,57.8
Fintech,Jeddah,2018,6,Series B,19647,5,9,3,19,Series B,1,0,0,0.9,63.8,1987478,Medium,0,58.2
E-commerce,Jeddah,2014,10,Pre-Seed,496,2,3,2,16,Pre-Seed,0,0,1,0.72,22.2,5034,Medium,1,52.4
Logistics Tech,Mecca,2011,13,Series A,9091,3,10,2,19,Series A,0,0,0,0.63,48.2,274024,Medium,1,59.2
Fintech,Riyadh,2018,6,Seed,2559,2,4,4,17,Seed,1,0,0,0.9,23.6,62683,High,0,49.3
Fintech,Jeddah,2022,2,Seed,2146,2,3,2,43,Seed,1,0,0,0.9,28.6,42947,High,0,36.5
Real Estate Tech,Riyadh,2021,3,Series A,14280,3,4,3,19,Series A,0,1,0,0.82,52.4,377781,High,0,48.7
HR Tech,Jeddah,2022,2,Seed,2591,2,4,2,14,Seed,0,0,0,0.65,25.0,72232,Medium,0,48.2
Edtech,Riyadh,2017,7,Series B,31952,3,15,2,19,Series B,0,0,0,0.58,66.7,2661152,Medium,1,53.6
Edtech,Riyadh,2022,2,Pre-Seed,220,2,1,3,28,Pre-Seed,0,0,0,0.58,1.6,7872,High,0,44.7
Real Estate Tech,Riyadh,2020,4,Series B,21769,5,14,2,17,Series B,0,1,0,0.82,67.2,2856366,Low,1,58.3
Healthtech,Jeddah,2019,5,Pre-Seed,415,1,1,2,24,Pre-Seed,0,0,0,0.78,13.8,2592,Medium,1,55.6
Fintech,Mecca,2019,5,Pre-Seed,214,2,2,2,21,Pre-Seed,1,0,1,0.9,24.8,3365,Medium,1,54.8
Healthtech,Riyadh,2015,9,Series A,3621,3,4,2,15,Series A,0,0,0,0.78,45.5,124903,High,0,40.0
Traveltech,Riyadh,2016,8,Series B,35448,4,17,3,19,Series B,0,0,1,0.48,73.4,1890907,Low,1,73.2
Healthtech,Riyadh,2021,3,Seed,954,3,4,4,33,Seed,0,0,0,0.78,22.8,14273,High,0,46.0
Agritech,Jeddah,2015,9,Seed,1112,3,6,3,20,Seed,0,0,0,0.52,28.5,53857,High,0,43.6
Edtech,Riyadh,2014,10,Seed,2044,2,2,2,8,Seed,0,0,0,0.58,32.6,9448,Medium,0,52.6
Fintech,Dammam,2013,11,Pre-Seed,234,1,1,2,14,Pre-Seed,1,0,0,0.9,19.4,5752,Medium,1,54.7
Traveltech,Medina,2016,8,Series B,48531,4,18,3,1,Series B,0,0,0,0.48,70.4,1429263,Low,1,84.5
Fintech,Mecca,2013,11,Series B,44841,4,12,2,19,Series B,1,0,0,0.9,69.1,2675885,Medium,1,73.5
Healthtech,Riyadh,2019,5,Pre-Seed,476,2,2,2,31,Pre-Seed,0,0,1,0.78,20.0,9366,High,0,50.4
Fintech,NEOM,2019,5,Seed,2552,1,3,4,4,Seed,0,0,1,0.9,28.6,68280,High,0,36.9
Fintech,Jeddah,2019,5,Series B,47072,5,11,2,19,Series B,0,0,1,0.9,67.1,2363621,Medium,1,59.3
E-commerce,Riyadh,2018,6,Seed,697,3,3,2,27,Seed,0,0,0,0.72,15.0,77300,Medium,0,62.8
Real Estate Tech,Jeddah,2014,10,Series A,10808,4,7,1,28,Series A,0,0,0,0.82,48.3,126394,High,1,56.8
E-commerce,Dammam,2017,7,Pre-Seed,360,2,1,1,30,Pre-Seed,0,0,0,0.72,15.2,8018,Medium,0,53.7
Healthtech,Riyadh,2021,3,Series A,9747,3,9,1,1,Series A,0,0,0,0.78,51.2,251897,High,0,45.3
Fintech,Riyadh,2022,2,Pre-Seed,424,1,1,4,23,Pre-Seed,1,0,0,0.9,16.9,3197,Medium,1,54.4
Fintech,Riyadh,2021,3,Series B,21054,4,16,2,2,Series B,1,0,1,0.9,68.5,896775,Medium,1,68.8
Healthtech,Jeddah,2021,3,Seed,594,2,6,2,8,Seed,0,0,0,0.78,28.2,77526,High,0,49.7
Real Estate Tech,Riyadh,2015,9,Seed,1781,2,5,3,26,Seed,0,1,0,0.82,31.7,48669,High,1,55.4
Edtech,Khobar,2013,11,Series B,31520,3,11,2,19,Series B,0,0,1,0.58,76.6,2552494,Medium,1,60.8
Edtech,Jeddah,2021,3,Pre-Seed,112,2,2,2,25,Pre-Seed,0,0,0,0.58,13.8,4672,High,0,40.1
Agritech,Jeddah,2012,12,Seed,2504,2,6,2,8,Seed,0,0,1,0.52,31.5,79140,High,0,43.9
Edtech,Riyadh,2020,4,Seed,1702,1,2,3,32,Seed,0,0,1,0.58,32.4,60859,Medium,1,53.2
E-commerce,Jeddah,2015,9,Seed,2660,2,6,2,24,Seed,0,0,0,0.72,32.1,77708,Medium,1,51.6
Edtech,Riyadh,2010,14,Series C,145496,5,15,1,26,Series C,0,0,0,0.58,90.6,11554645,Medium,0,60.6
Real Estate Tech,Riyadh,2011,13,Series A,14678,4,7,2,7,Series A,0,0,1,0.82,55.3,487800,Medium,1,54.0
Real Estate Tech,Jeddah,2016,8,Pre-Seed,468,2,3,2,29,Pre-Seed,0,1,1,0.82,26.2,7571,Low,1,66.4
Logistics Tech,Riyadh,2013,11,Series A,6663,2,5,2,14,Series A,0,0,0,0.63,59.1,252781,High,0,44.4
E-commerce,Jeddah,2014,10,Seed,1268,3,5,3,11,Seed,0,0,0,0.72,31.2,6583,High,0,51.0
Logistics Tech,Riyadh,2020,4,Series C,89498,5,27,2,24,Series C,0,0,0,0.63,77.4,4244283,Medium,0,53.2
Logistics Tech,Riyadh,2019,5,Seed,1173,1,6,3,23,Seed,0,0,0,0.63,32.6,11778,Medium,0,50.5
Agritech,Riyadh,2010,14,Series A,7809,2,4,1,9,Series A,0,0,0,0.52,56.5,185318,Medium,1,55.9
Traveltech,Medina,2011,13,Seed,1320,2,3,1,38,Seed,0,0,0,0.48,31.1,20719,High,0,49.4
E-commerce,Jeddah,2013,11,Seed,2925,3,5,2,36,Seed,0,0,0,0.72,38.3,8003,High,0,47.8
Real Estate Tech,Jeddah,2017,7,Seed,1045,2,3,4,24,Seed,0,0,0,0.82,23.2,64057,Medium,0,57.4
Healthtech,Riyadh,2019,5,Pre-Seed,172,2,2,3,22,Pre-Seed,0,0,0,0.78,16.5,2931,Medium,1,51.0
Real Estate Tech,Riyadh,2013,11,Series A,10118,2,7,4,21,Series A,0,0,0,0.82,56.0,487260,Medium,0,50.8
Healthtech,Medina,2012,12,Seed,1004,1,2,3,2,Seed,0,0,0,0.78,36.3,19445,High,1,43.4
Edtech,Riyadh,2012,12,Series C,86192,5,28,3,19,Series C,0,0,1,0.58,84.8,2667619,Medium,1,64.2
Edtech,Riyadh,2021,3,Seed,1305,2,2,2,18,Seed,0,0,0,0.58,19.9,67501,Medium,0,54.6
Real Estate Tech,Jeddah,2014,10,Series A,7806,3,10,2,12,Series A,0,1,0,0.82,55.5,417398,Medium,0,63.1
Fintech,Riyadh,2012,12,Series C,76949,5,15,1,14,Series C,1,0,0,0.9,93.2,8786406,Medium,1,73.3
E-commerce,Dammam,2017,7,Series A,7484,4,6,2,1,Series A,0,0,0,0.72,43.9,170259,Low,1,72.2
Fintech,Jeddah,2014,10,Series B,32482,5,17,2,7,Series B,0,0,1,0.9,72.9,2018322,Medium,0,62.5
Traveltech,Riyadh,2021,3,Series B,25719,5,18,2,27,Series B,0,0,0,0.48,57.2,542003,Medium,1,71.5
Real Estate Tech,Riyadh,2021,3,Seed,1840,3,2,2,35,Seed,0,0,0,0.82,29.1,60417,Medium,0,57.6
Fintech,Riyadh,2016,8,Series A,14904,2,9,1,8,Series A,1,0,1,0.9,54.8,445290,High,1,53.9
Fintech,NEOM,2020,4,Pre-Seed,125,1,2,2,19,Pre-Seed,1,0,1,0.9,20.9,5502,High,0,37.4
Healthtech,Jeddah,2017,7,Seed,2444,3,5,1,28,Seed,0,0,0,0.78,31.6,44247,Medium,1,47.7
Healthtech,Riyadh,2014,10,Pre-Seed,283,2,1,4,12,Pre-Seed,0,0,1,0.78,24.5,3490,Medium,1,48.9
Real Estate Tech,Riyadh,2017,7,Series A,8769,2,5,1,24,Series A,0,0,1,0.82,53.1,70868,Medium,1,47.4
Fintech,Jeddah,2021,3,Seed,791,2,5,2,17,Seed,0,0,1,0.9,32.0,57823,High,0,37.1
E-commerce,Jeddah,2012,12,Seed,1475,3,2,3,29,Seed,0,0,0,0.72,33.7,46052,High,0,49.6
Real Estate Tech,Riyadh,2021,3,Seed,2572,1,4,2,5,Seed,0,1,1,0.82,37.7,27789,Medium,1,57.7
Edtech,Riyadh,2016,8,Growth,363407,5,47,1,6,Growth,0,0,0,0.58,88.4,10761640,Medium,1,53.7
Healthtech,Riyadh,2017,7,Pre-Seed,438,1,3,2,20,Pre-Seed,0,0,1,0.78,18.8,7595,High,0,52.5
Real Estate Tech,Jeddah,2016,8,Pre-Seed,293,2,2,1,18,Pre-Seed,0,0,0,0.82,16.4,2095,Medium,0,65.8
Real Estate Tech,Medina,2011,13,Pre-Seed,268,1,1,2,17,Pre-Seed,0,0,0,0.82,19.9,7588,Medium,0,65.2
Cybersecurity,Riyadh,2017,7,Growth,222740,7,36,1,23,Growth,0,0,0,0.88,96.4,22537015,Medium,0,60.1
E-commerce,Jeddah,2015,9,Growth,475733,5,34,2,8,Growth,0,0,0,0.72,96.9,31178623,Medium,1,54.8
Edtech,Riyadh,2019,5,Series A,7642,4,8,3,4,Series A,0,0,0,0.58,49.9,363562,High,0,44.6
Fintech,Riyadh,2012,12,Series B,43537,3,13,2,12,Series B,0,0,0,0.9,65.6,2711586,Medium,1,66.6
E-commerce,Riyadh,2013,11,Pre-Seed,138,1,2,2,14,Pre-Seed,0,0,1,0.72,31.3,2149,Medium,1,57.7
Fintech,Dammam,2016,8,Growth,426691,8,38,2,15,Growth,0,0,1,0.9,96.7,16241157,Low,1,69.4
E-commerce,Riyadh,2012,12,Pre-Seed,329,1,1,2,30,Pre-Seed,0,0,0,0.72,21.1,3657,Medium,0,57.3
HR Tech,Jeddah,2010,14,Pre-Seed,378,2,2,3,25,Pre-Seed,0,0,1,0.65,23.8,9205,Medium,0,53.5
E-commerce,Riyadh,2015,9,Pre-Seed,179,2,2,1,23,Pre-Seed,0,0,0,0.72,17.9,6720,Medium,0,59.1
Fintech,Riyadh,2012,12,Series A,3750,4,9,3,20,Series A,0,0,0,0.9,50.0,177291,Medium,1,53.3
Fintech,Riyadh,2020,4,Series B,49988,4,11,2,13,Series B,0,0,0,0.9,64.7,1375086,Medium,1,65.5
E-commerce,Jeddah,2019,5,Seed,1338,1,2,3,9,Seed,0,0,1,0.72,31.8,5696,High,0,48.8
Fintech,Riyadh,2015,9,Growth,328618,6,38,2,6,Growth,1,0,0,0.9,91.4,50197925,Medium,1,68.0
Fintech,Jeddah,2019,5,Seed,1034,3,4,2,11,Seed,1,0,0,0.9,30.1,23663,High,1,41.2
Logistics Tech,Riyadh,2021,3,Pre-Seed,464,2,2,3,17,Pre-Seed,0,0,0,0.63,11.3,5003,High,1,52.7
E-commerce,Riyadh,2012,12,Seed,867,1,3,3,6,Seed,0,0,0,0.72,41.3,20190,Medium,1,58.6
Real Estate Tech,Riyadh,2015,9,Series A,10512,3,7,2,19,Series A,0,1,0,0.82,57.3,220605,Medium,0,50.1
Traveltech,Riyadh,2020,4,Series B,24966,5,13,4,16,Series B,0,0,1,0.48,72.9,1477839,Low,1,71.8
Fintech,Riyadh,2013,11,Seed,2844,3,6,1,14,Seed,1,0,0,0.9,38.6,55873,Medium,0,52.1
HR Tech,Riyadh,2022,2,Series A,10509,2,9,1,29,Series A,0,0,1,0.65,47.5,182941,High,1,42.9
Real Estate Tech,Jeddah,2013,11,Seed,2153,1,6,2,1,Seed,0,0,1,0.82,35.8,77069,Medium,0,57.3
Agritech,Jeddah,2019,5,Series A,3265,3,4,3,14,Series A,0,0,1,0.52,54.0,94579,Medium,1,54.4
Healthtech,Riyadh,2019,5,Growth,266723,5,30,4,1,Growth,0,0,1,0.78,100.0,73000407,Medium,0,66.0
Logistics Tech,Riyadh,2020,4,Pre-Seed,230,1,1,2,20,Pre-Seed,0,0,0,0.63,14.8,9586,High,1,52.9
Cybersecurity,Riyadh,2011,13,Series B,26489,4,9,1,25,Series B,0,0,1,0.88,71.6,846631,Low,1,68.8
Real Estate Tech,Riyadh,2013,11,Series A,12359,3,7,2,4,Series A,0,1,0,0.82,59.1,364299,Medium,0,54.2
HR Tech,Riyadh,2020,4,Seed,2979,2,2,2,5,Seed,0,0,1,0.65,25.3,58020,Medium,1,53.3
E-commerce,NEOM,2021,3,Series C,115925,5,26,2,1,Series C,0,0,1,0.72,82.7,6432222,High,0,48.7
E-commerce,Riyadh,2013,11,Seed,2602,1,6,2,18,Seed,0,0,0,0.72,34.0,7562,Medium,1,59.7
Real Estate Tech,Riyadh,2020,4,Seed,2572,2,2,1,14,Seed,0,1,0,0.82,29.3,22036,Medium,1,55.2
Healthtech,Riyadh,2016,8,Pre-Seed,494,2,2,2,15,Pre-Seed,0,0,0,0.78,13.2,2047,Medium,1,53.1
Fintech,Riyadh,2014,10,Pre-Seed,220,2,2,2,14,Pre-Seed,1,0,0,0.9,21.5,7306,Medium,1,54.1
Healthtech,Jeddah,2017,7,Series B,29455,5,17,3,8,Series B,0,0,0,0.78,65.0,2571707,Low,1,82.0
Healthtech,Riyadh,2016,8,Series A,10841,4,8,2,29,Series A,0,0,0,0.78,44.8,185169,High,0,40.9
Logistics Tech,Riyadh,2019,5,Series C,79655,4,23,2,20,Series C,0,0,0,0.63,78.2,12747214,Medium,1,52.9
Agritech,Jeddah,2018,6,Pre-Seed,173,2,2,2,6,Pre-Seed,0,0,1,0.52,12.3,965,Medium,1,45.4
E-commerce,Riyadh,2017,7,Pre-Seed,284,1,1,2,10,Pre-Seed,0,0,0,0.72,18.3,1902,Medium,1,61.1
Real Estate Tech,Jeddah,2018,6,Pre-Seed,291,1,3,2,9,Pre-Seed,0,1,1,0.82,23.5,4914,Low,1,67.3
Real Estate Tech,Jeddah,2010,14,Seed,2463,1,4,3,32,Seed,0,1,1,0.82,41.8,45683,Medium,0,58.7
Fintech,Riyadh,2019,5,Growth,346316,5,46,4,25,Growth,1,0,1,0.9,99.3,41494768,Medium,1,66.5
Fintech,Jeddah,2022,2,Series A,9631,3,6,3,16,Series A,0,0,1,0.9,46.2,109447,High,1,43.1
Real Estate Tech,Riyadh,2021,3,Seed,1221,2,3,2,35,Seed,0,1,0,0.82,25.6,41788,Medium,1,57.0
Real Estate Tech,Jeddah,2012,12,Series B,17860,3,10,2,32,Series B,0,0,0,0.82,72.3,2620266,Medium,1,66.8
HR Tech,Riyadh,2014,10,Series B,17394,4,13,2,15,Series B,0,0,1,0.65,66.2,739571,Medium,0,58.1
Healthtech,Riyadh,2018,6,Pre-Seed,263,2,3,4,13,Pre-Seed,0,0,1,0.78,18.5,9512,High,1,53.1
Real Estate Tech,Jeddah,2017,7,Series B,29092,4,14,4,14,Series B,0,1,1,0.82,70.8,1948274,Low,1,72.9
Healthtech,NEOM,2019,5,Seed,2476,2,4,2,8,Seed,0,0,1,0.78,36.6,34587,Medium,0,47.4
Fintech,Abha,2016,8,Pre-Seed,102,1,3,2,35,Pre-Seed,0,0,1,0.9,21.8,6567,Medium,0,53.0
E-commerce,Jeddah,2011,13,Pre-Seed,149,1,3,3,7,Pre-Seed,0,0,0,0.72,20.7,1596,Medium,1,50.6
Healthtech,Riyadh,2020,4,Seed,1425,3,6,1,26,Seed,0,0,0,0.78,21.3,43860,High,1,46.1
E-commerce,Riyadh,2015,9,Seed,1376,1,3,3,24,Seed,0,0,0,0.72,24.2,7322,Medium,1,60.3
E-commerce,Riyadh,2013,11,Seed,1473,1,5,3,14,Seed,0,0,0,0.72,33.3,77732,Medium,0,58.4
Cybersecurity,Riyadh,2014,10,Pre-Seed,115,2,1,1,36,Pre-Seed,0,0,1,0.88,28.5,6674,High,1,52.6
Agritech,Riyadh,2014,10,Series A,14944,2,4,4,2,Series A,0,0,1,0.52,55.3,430650,Medium,0,57.2
Healthtech,Khobar,2022,2,Growth,186123,5,38,4,17,Growth,0,0,0,0.78,91.1,72450871,Medium,0,63.2
Healthtech,Riyadh,2013,11,Series B,18398,3,17,4,13,Series B,0,0,0,0.78,70.2,2262055,Low,1,73.9
Healthtech,Riyadh,2013,11,Seed,1822,1,2,2,27,Seed,0,0,1,0.78,34.7,70126,High,0,45.8
Real Estate Tech,Riyadh,2013,11,Pre-Seed,284,2,3,2,21,Pre-Seed,0,1,0,0.82,24.0,5197,High,1,60.4
E-commerce,Dammam,2020,4,Pre-Seed,237,2,3,2,1,Pre-Seed,0,0,0,0.72,10.8,2567,Medium,1,56.3
Fintech,Jeddah,2011,13,Pre-Seed,224,2,2,2,30,Pre-Seed,1,0,0,0.9,21.9,9117,High,1,43.0
E-commerce,Jeddah,2010,14,Series A,5982,2,8,2,22,Series A,0,0,1,0.72,57.2,484840,Medium,1,58.7
Healthtech,Riyadh,2021,3,Series A,8522,2,10,2,7,Series A,0,0,1,0.78,54.0,212352,High,0,42.7
Real Estate Tech,Dammam,2011,13,Series A,6473,4,6,3,14,Series A,0,1,0,0.82,60.1,64068,Medium,0,61.8
HR Tech,Riyadh,2016,8,Series A,5618,4,7,1,5,Series A,0,0,1,0.65,47.0,110983,High,0,46.6
Traveltech,NEOM,2021,3,Seed,1886,1,4,2,16,Seed,0,0,1,0.48,26.9,61546,Medium,1,54.2
Edtech,Jeddah,2010,14,Seed,2614,3,5,1,19,Seed,0,0,0,0.58,36.6,70851,High,0,43.9
Healthtech,Riyadh,2015,9,Series A,6500,4,8,3,14,Series A,0,0,0,0.78,55.9,186404,High,0,45.4
Agritech,Riyadh,2013,11,Seed,932,2,4,2,13,Seed,0,0,1,0.52,41.4,78377,High,1,54.5
Fintech,Jeddah,2011,13,Pre-Seed,204,2,3,1,1,Pre-Seed,0,0,0,0.9,19.9,9872,High,0,42.7
Logistics Tech,Riyadh,2012,12,Seed,1613,2,5,4,21,Seed,0,0,0,0.63,35.4,59994,High,0,46.1
Fintech,NEOM,2016,8,Seed,1101,2,2,1,1,Seed,0,0,0,0.9,29.9,55821,High,0,37.8
Logistics Tech,Riyadh,2015,9,Pre-Seed,443,1,2,2,18,Pre-Seed,0,0,0,0.63,17.1,3415,High,1,51.3
Real Estate Tech,Riyadh,2015,9,Series B,27446,3,11,3,1,Series B,0,0,0,0.82,68.1,1955559,Medium,1,61.9
Agritech,Riyadh,2017,7,Series B,37858,4,15,3,18,Series B,0,0,1,0.52,69.6,785666,Medium,1,68.6
HR Tech,Riyadh,2017,7,Pre-Seed,202,1,3,1,17,Pre-Seed,0,0,0,0.65,20.7,4254,Medium,0,57.2
Fintech,Riyadh,2015,9,Pre-Seed,322,1,2,4,22,Pre-Seed,0,0,0,0.9,12.0,9803,Medium,0,54.7
E-commerce,Riyadh,2010,14,Series A,5450,3,5,4,26,Series A,0,0,1,0.72,58.6,179715,Medium,0,61.6
Cybersecurity,Jeddah,2019,5,Pre-Seed,270,1,2,2,28,Pre-Seed,0,0,0,0.88,20.5,4231,Medium,1,57.9
E-commerce,Riyadh,2022,2,Seed,1045,2,4,2,1,Seed,0,0,1,0.72,32.8,48468,Medium,1,61.8
Agritech,Mecca,2016,8,Pre-Seed,280,1,3,1,17,Pre-Seed,0,0,0,0.52,19.1,6327,High,0,32.6
Healthtech,Jeddah,2017,7,Pre-Seed,283,2,2,2,38,Pre-Seed,0,0,1,0.78,15.9,4693,Medium,1,55.7
Real Estate Tech,Dammam,2014,10,Series B,42735,4,9,2,19,Series B,0,1,0,0.82,75.8,2245369,Medium,1,55.3
Real Estate Tech,Riyadh,2022,2,Series B,16437,5,16,3,9,Series B,0,0,0,0.82,67.5,2468797,Medium,1,61.0
Real Estate Tech,Riyadh,2020,4,Pre-Seed,105,1,3,2,17,Pre-Seed,0,1,0,0.82,15.5,6284,Medium,1,60.9
Logistics Tech,Riyadh,2013,11,Seed,2843,2,2,3,14,Seed,0,0,0,0.63,32.8,38973,Medium,0,48.6
E-commerce,Jeddah,2016,8,Pre-Seed,359,2,2,1,6,Pre-Seed,0,0,0,0.72,16.0,6920,Medium,0,52.8
E-commerce,NEOM,2021,3,Pre-Seed,483,1,3,1,26,Pre-Seed,0,0,1,0.72,13.4,6487,High,0,34.5
E-commerce,Riyadh,2021,3,Growth,490794,8,50,1,23,Growth,0,0,0,0.72,90.0,73384470,Medium,1,62.0
Healthtech,Riyadh,2020,4,Series A,7412,2,7,1,4,Series A,0,0,1,0.78,49.3,283483,High,0,41.3
Agritech,NEOM,2022,2,Seed,1246,1,6,2,17,Seed,0,0,1,0.52,23.4,25907,High,1,47.2
Cybersecurity,Riyadh,2015,9,Series A,10962,3,8,3,12,Series A,0,0,1,0.88,48.5,283145,Medium,1,56.7
E-commerce,Jeddah,2021,3,Series B,32103,5,16,2,1,Series B,0,0,0,0.72,59.5,826506,Medium,1,61.9
Logistics Tech,Jeddah,2015,9,Series B,34112,4,12,2,3,Series B,0,0,0,0.63,69.2,2510098,Medium,0,68.0
Logistics Tech,Dammam,2012,12,Pre-Seed,441,1,3,3,5,Pre-Seed,0,0,1,0.63,17.1,6586,Medium,1,55.8
Healthtech,Riyadh,2020,4,Pre-Seed,478,1,2,2,17,Pre-Seed,0,0,0,0.78,4.7,4168,Medium,0,50.2
HR Tech,Riyadh,2019,5,Series A,11653,3,5,2,13,Series A,0,0,0,0.65,52.1,325620,High,0,46.4
Real Estate Tech,Jeddah,2013,11,Seed,1605,3,2,2,8,Seed,0,0,1,0.82,30.2,49169,Medium,1,59.8
Fintech,Mecca,2014,10,Growth,410889,5,25,3,14,Growth,1,0,0,0.9,100.0,76665800,Medium,0,62.7
Agritech,Riyadh,2018,6,Series A,5978,4,8,2,25,Series A,0,0,0,0.52,51.1,155504,Medium,1,56.8
E-commerce,Riyadh,2017,7,Series C,130021,5,19,1,21,Series C,0,0,0,0.72,75.6,3857228,Medium,1,59.7
Agritech,Jeddah,2012,12,Pre-Seed,355,2,2,2,28,Pre-Seed,0,0,1,0.52,17.2,4243,Medium,0,42.9
Traveltech,Khobar,2015,9,Series B,29102,5,13,4,15,Series B,0,0,1,0.48,68.4,2599882,Medium,1,61.8
Fintech,Dammam,2019,5,Seed,2315,2,3,2,34,Seed,1,0,1,0.9,38.4,68836,Medium,1,54.0
Agritech,Abha,2010,14,Growth,382857,5,26,3,21,Growth,0,0,1,0.52,100.0,44554492,Low,1,78.4
E-commerce,Riyadh,2012,12,Pre-Seed,305,1,1,3,13,Pre-Seed,0,0,0,0.72,19.9,7436,Medium,0,59.2
E-commerce,Riyadh,2019,5,Seed,1474,1,4,2,18,Seed,0,0,0,0.72,25.3,11891,Medium,0,62.2
Healthtech,Jeddah,2021,3,Series B,28210,3,15,3,5,Series B,0,0,0,0.78,65.3,1355021,Low,1,83.4
Traveltech,Dammam,2016,8,Seed,530,2,3,3,14,Seed,0,0,0,0.48,34.5,49744,Medium,0,48.8
Fintech,Riyadh,2016,8,Seed,1482,2,6,2,22,Seed,0,0,0,0.9,40.8,50138,Medium,1,51.4
E-commerce,Riyadh,2011,13,Growth,379607,5,28,2,24,Growth,0,0,0,0.72,98.7,67783918,Medium,1,64.3
Edtech,Dammam,2012,12,Seed,1686,2,4,2,13,Seed,0,0,0,0.58,38.2,62716,High,0,50.9
Edtech,Riyadh,2016,8,Series A,13969,2,9,2,45,Series A,0,0,0,0.58,53.0,338253,High,0,39.8
Edtech,Riyadh,2021,3,Pre-Seed,327,2,1,3,16,Pre-Seed,0,0,0,0.58,13.9,6983,High,1,45.1
Fintech,Jeddah,2015,9,Series B,47589,4,12,2,1,Series B,1,0,1,0.9,67.1,2873185,Medium,1,65.8
Real Estate Tech,Jeddah,2022,2,Series A,8341,4,6,2,30,Series A,0,1,0,0.82,46.7,54387,Medium,1,54.1
Real Estate Tech,Jeddah,2016,8,Seed,1597,3,4,3,24,Seed,0,0,0,0.82,27.5,51088,Medium,1,60.7
Logistics Tech,Riyadh,2019,5,Pre-Seed,498,2,3,2,20,Pre-Seed,0,0,0,0.63,15.8,772,Medium,1,52.8
Real Estate Tech,Jeddah,2018,6,Series A,4964,2,5,2,13,Series A,0,1,1,0.82,53.6,139842,Medium,1,57.8
Real Estate Tech,Jeddah,2017,7,Pre-Seed,194,1,1,3,21,Pre-Seed,0,1,0,0.82,17.7,4606,Medium,1,66.2
HR Tech,Jeddah,2015,9,Pre-Seed,493,1,1,2,34,Pre-Seed,0,0,0,0.65,25.7,9279,High,1,54.4
Fintech,Jeddah,2021,3,Series A,4779,3,4,3,20,Series A,1,0,0,0.9,55.2,433470,High,0,46.8
Cybersecurity,Riyadh,2013,11,Pre-Seed,472,2,3,1,3,Pre-Seed,0,0,0,0.88,11.1,9195,Medium,1,54.4
Edtech,Riyadh,2022,2,Pre-Seed,392,1,2,2,1,Pre-Seed,0,0,0,0.58,10.9,5167,High,0,45.1
Logistics Tech,Riyadh,2019,5,Series A,7871,4,10,2,21,Series A,0,0,0,0.63,49.1,286458,Medium,1,44.6
Real Estate Tech,Riyadh,2018,6,Pre-Seed,223,1,3,2,8,Pre-Seed,0,0,0,0.82,20.5,7887,Medium,0,63.5
Fintech,Jeddah,2016,8,Seed,2024,1,4,4,17,Seed,1,0,1,0.9,35.2,28921,High,0,36.4
Edtech,Dammam,2014,10,Pre-Seed,366,2,2,4,9,Pre-Seed,0,0,0,0.58,17.5,6863,High,0,38.4
Agritech,Jeddah,2011,13,Series A,14184,3,10,3,9,Series A,0,0,1,0.52,56.4,98352,Medium,1,56.8
Edtech,Dammam,2018,6,Series A,6071,2,8,2,10,Series A,0,0,0,0.58,50.0,150228,Medium,1,50.1
Fintech,Riyadh,2016,8,Series A,3621,4,5,4,11,Series A,0,0,0,0.9,42.8,465094,High,0,50.7
